scientific_name,class,order,family,family_common,wikipedia_url,inaturalist_url
Atlapetes canigenis,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_canigenis,https://www.inaturalist.org/taxa/72548
Atlapetes citrinellus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_citrinellus,https://www.inaturalist.org/taxa/10328
Atlapetes crassus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_crassus,https://www.inaturalist.org/taxa/559783
Atlapetes flaviceps,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_flaviceps,https://www.inaturalist.org/taxa/10344
Atlapetes forbesi,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_forbesi,https://www.inaturalist.org/taxa/72549
Atlapetes fulviceps,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_fulviceps,https://www.inaturalist.org/taxa/10346
Atlapetes fuscoolivaceus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_fuscoolivaceus,https://www.inaturalist.org/taxa/10339
Atlapetes latinuchus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_latinuchus,https://www.inaturalist.org/taxa/62545
Atlapetes leucopis,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_leucopis,https://www.inaturalist.org/taxa/10327
Atlapetes leucopterus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_leucopterus,https://www.inaturalist.org/taxa/10340
Atlapetes luteoviridis,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_luteoviridis,https://www.inaturalist.org/taxa/979616
Atlapetes melanocephalus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_melanocephalus,https://www.inaturalist.org/taxa/10341
Atlapetes melanolaemus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_melanolaemus,https://www.inaturalist.org/taxa/57601
Atlapetes melanopsis,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_melanopsis,https://www.inaturalist.org/taxa/72550
Atlapetes nationi,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_nationi,https://www.inaturalist.org/taxa/10336
Atlapetes pallidiceps,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_pallidiceps,https://www.inaturalist.org/taxa/10342
Atlapetes pallidinucha,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_pallidinucha,https://www.inaturalist.org/taxa/10332
Atlapetes personatus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_personatus,https://www.inaturalist.org/taxa/10334
Atlapetes pileatus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_pileatus,https://www.inaturalist.org/taxa/10331
Atlapetes rufigenis,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_rufigenis,https://www.inaturalist.org/taxa/10337
Atlapetes rufinucha,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_rufinucha,https://www.inaturalist.org/taxa/10347
Atlapetes schistaceus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_schistaceus,https://www.inaturalist.org/taxa/10333
Atlapetes seebohmi,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_seebohmi,https://www.inaturalist.org/taxa/10338
Atlapetes semirufus,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_semirufus,https://www.inaturalist.org/taxa/10330
Atlapetes taczanowskii,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_taczanowskii,https://www.inaturalist.org/taxa/1586698
Atlapetes terborghi,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_terborghi,https://www.inaturalist.org/taxa/72551
Atlapetes tibialis,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_tibialis,https://www.inaturalist.org/taxa/979617
Atlapetes tricolor,Aves,Passeriformes,Passerellidae,,https://en.wikipedia.org/wiki/Atlapetes_tricolor,https://www.inaturalist.org/taxa/10335
Atrapsalta collina,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Atrapsalta_collina,https://www.inaturalist.org/taxa/525676
Atrapsalta corticina,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Atrapsalta_corticina,https://www.inaturalist.org/taxa/900533
Atrapsalta dolens,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Atrapsalta_dolens,https://www.inaturalist.org/taxa/1158197
Atrapsalta encaustica,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Atrapsalta_encaustica,https://www.inaturalist.org/taxa/525672
Atrapsalta furcilla,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Atrapsalta_furcilla,https://www.inaturalist.org/taxa/525677
Atrapsalta fuscata,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Atrapsalta_fuscata,https://www.inaturalist.org/taxa/1038868
Atrichornis clamosus,Aves,Passeriformes,Atrichornithidae,,https://en.wikipedia.org/wiki/Atrichornis_clamosus,https://www.inaturalist.org/taxa/7422
Atrichornis rufescens,Aves,Passeriformes,Atrichornithidae,,https://en.wikipedia.org/wiki/Atrichornis_rufescens,https://www.inaturalist.org/taxa/7419
Atronanus fuliginosus,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Atronanus_fuliginosus,https://www.inaturalist.org/taxa/979620
Atta texana,,,,,https://en.wikipedia.org/wiki/Atta_texana,https://www.inaturalist.org/taxa/151794
Attagis gayi,Aves,Charadriiformes,Thinocoridae,,https://en.wikipedia.org/wiki/Attagis_gayi,https://www.inaturalist.org/taxa/3782
Attagis malouinus,Aves,Charadriiformes,Thinocoridae,,https://en.wikipedia.org/wiki/Attagis_malouinus,https://www.inaturalist.org/taxa/3783
Atticora fasciata,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Atticora_fasciata,https://www.inaturalist.org/taxa/11977
Atticora pileata,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Atticora_pileata,https://www.inaturalist.org/taxa/144784
Atticora tibialis,Aves,Passeriformes,Hirundinidae,,https://en.wikipedia.org/wiki/Atticora_tibialis,https://www.inaturalist.org/taxa/144785
Attila bolivianus,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_bolivianus,https://www.inaturalist.org/taxa/16760
Attila cinnamomeus,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_cinnamomeus,https://www.inaturalist.org/taxa/16747
Attila citriniventris,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_citriniventris,https://www.inaturalist.org/taxa/16746
Attila phoenicurus,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_phoenicurus,https://www.inaturalist.org/taxa/16764
Attila rufus,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_rufus,https://www.inaturalist.org/taxa/16765
Attila spadiceus,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_spadiceus,https://www.inaturalist.org/taxa/16748
Attila torridus,Aves,Passeriformes,Tyrannidae,,https://en.wikipedia.org/wiki/Attila_torridus,https://www.inaturalist.org/taxa/16745
Augastes lumachella,Aves,Apodiformes,Trochilidae,,https://en.wikipedia.org/wiki/Augastes_lumachella,https://www.inaturalist.org/taxa/6439
Augastes scutatus,Aves,Apodiformes,Trochilidae,,https://en.wikipedia.org/wiki/Augastes_scutatus,https://www.inaturalist.org/taxa/6440
Aulacobothrus taeniatus,Insecta,Orthoptera,Acrididae,,https://en.wikipedia.org/wiki/Aulacobothrus_taeniatus,https://www.inaturalist.org/taxa/757553
Aulacocyclus edentulus,Insecta,Coleoptera,Passalidae,,https://en.wikipedia.org/wiki/Aulacocyclus_edentulus,https://www.inaturalist.org/taxa/425013
Aulacorhynchus albivitta,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_albivitta,https://www.inaturalist.org/taxa/558484
Aulacorhynchus coeruleicinctis,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_coeruleicinctis,https://www.inaturalist.org/taxa/18816
Aulacorhynchus derbianus,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_derbianus,https://www.inaturalist.org/taxa/18823
Aulacorhynchus haematopygus,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_haematopygus,https://www.inaturalist.org/taxa/18829
Aulacorhynchus huallagae,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_huallagae,https://www.inaturalist.org/taxa/18832
Aulacorhynchus prasinus,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_prasinus,https://www.inaturalist.org/taxa/18833
Aulacorhynchus sulcatus,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_sulcatus,https://www.inaturalist.org/taxa/18817
Aulacorhynchus whitelianus,,,,,https://en.wikipedia.org/wiki/Aulacorhynchus_whitelianus,https://www.inaturalist.org/taxa/339632
Auriparus flaviceps,Aves,Passeriformes,Remizidae,,https://en.wikipedia.org/wiki/Auriparus_flaviceps,https://www.inaturalist.org/taxa/7603
Auritibicen bihamatus,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_bihamatus,https://www.inaturalist.org/taxa/740125
Auritibicen esakii,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_esakii,https://www.inaturalist.org/taxa/740139
Auritibicen flammatus,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_flammatus,https://www.inaturalist.org/taxa/740141
Auritibicen jai,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_jai,https://www.inaturalist.org/taxa/740157
Auritibicen japonicus,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_japonicus,https://www.inaturalist.org/taxa/740142
Auritibicen kyushyuensis,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_kyushyuensis,https://www.inaturalist.org/taxa/740143
Auritibicen tsaopaonensis,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auritibicen_tsaopaonensis,https://www.inaturalist.org/taxa/1485737
Auscala flammea,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auscala_flammea,https://www.inaturalist.org/taxa/1312276
Auscala spinosa,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Auscala_spinosa,https://www.inaturalist.org/taxa/525681
Austrochaperina adelphe,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Austrochaperina_adelphe,https://www.inaturalist.org/taxa/25021
Austrochaperina fryi,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Austrochaperina_fryi,https://www.inaturalist.org/taxa/25037
Austrochaperina gracilipes,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Austrochaperina_gracilipes,https://www.inaturalist.org/taxa/25028
Austrochaperina pluvialis,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Austrochaperina_pluvialis,https://www.inaturalist.org/taxa/25024
Austrochaperina robusta,Amphibia,Anura,Microhylidae,,https://en.wikipedia.org/wiki/Austrochaperina_robusta,https://www.inaturalist.org/taxa/25033
Austrosalomona falcata,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Austrosalomona_falcata,https://www.inaturalist.org/taxa/410758
Austrosalomona personafrons,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Austrosalomona_personafrons,https://www.inaturalist.org/taxa/907781
Automolus cervinigularis,,,,,https://en.wikipedia.org/wiki/Automolus_cervinigularis,https://www.inaturalist.org/taxa/1507566
Automolus exsertus,,,,,https://en.wikipedia.org/wiki/Automolus_exsertus,https://www.inaturalist.org/taxa/827387
Automolus infuscatus,,,,,https://en.wikipedia.org/wiki/Automolus_infuscatus,https://www.inaturalist.org/taxa/10790
Automolus lammi,,,,,https://en.wikipedia.org/wiki/Automolus_lammi,https://www.inaturalist.org/taxa/144692
Automolus leucophthalmus,,,,,https://en.wikipedia.org/wiki/Automolus_leucophthalmus,https://www.inaturalist.org/taxa/10820
Automolus melanopezus,,,,,https://en.wikipedia.org/wiki/Automolus_melanopezus,https://www.inaturalist.org/taxa/10795
Automolus ochrolaemus,,,,,https://en.wikipedia.org/wiki/Automolus_ochrolaemus,https://www.inaturalist.org/taxa/10812
Automolus paraensis,,,,,https://en.wikipedia.org/wiki/Automolus_paraensis,https://www.inaturalist.org/taxa/144691
Automolus rufipileatus,,,,,https://en.wikipedia.org/wiki/Automolus_rufipileatus,https://www.inaturalist.org/taxa/10825
Automolus subulatus,,,,,https://en.wikipedia.org/wiki/Automolus_subulatus,https://www.inaturalist.org/taxa/367620
Automolus virgatus,,,,,https://en.wikipedia.org/wiki/Automolus_virgatus,https://www.inaturalist.org/taxa/1246972
Aviceda cuculoides,Aves,Accipitriformes,Accipitridae,,https://en.wikipedia.org/wiki/Aviceda_cuculoides,https://www.inaturalist.org/taxa/5260
Aviceda jerdoni,Aves,Accipitriformes,Accipitridae,,https://en.wikipedia.org/wiki/Aviceda_jerdoni,https://www.inaturalist.org/taxa/5264
Aviceda leuphotes,Aves,Accipitriformes,Accipitridae,,https://en.wikipedia.org/wiki/Aviceda_leuphotes,https://www.inaturalist.org/taxa/5262
Aviceda madagascariensis,Aves,Accipitriformes,Accipitridae,,https://en.wikipedia.org/wiki/Aviceda_madagascariensis,https://www.inaturalist.org/taxa/5263
Aviceda subcristata,Aves,Accipitriformes,Accipitridae,,https://en.wikipedia.org/wiki/Aviceda_subcristata,https://www.inaturalist.org/taxa/5261
Avocettula recurvirostris,Aves,Apodiformes,Trochilidae,,https://en.wikipedia.org/wiki/Avocettula_recurvirostris,https://www.inaturalist.org/taxa/72556
Axis axis,,,,,https://en.wikipedia.org/wiki/Axis_axis,https://www.inaturalist.org/taxa/42166
Axis porcinus,,,,,https://en.wikipedia.org/wiki/Axis_porcinus,https://www.inaturalist.org/taxa/42165
Axylus philippinus,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Axylus_philippinus,
Ayesha serva,Insecta,Hemiptera,Cicadidae,,https://en.wikipedia.org/wiki/Ayesha_serva,https://www.inaturalist.org/taxa/1080974
Aythya affinis,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_affinis,https://www.inaturalist.org/taxa/7054
Aythya americana,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_americana,https://www.inaturalist.org/taxa/7056
Aythya australis,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_australis,https://www.inaturalist.org/taxa/7051
Aythya baeri,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_baeri,https://www.inaturalist.org/taxa/7053
Aythya collaris,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_collaris,https://www.inaturalist.org/taxa/7044
Aythya ferina,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_ferina,https://www.inaturalist.org/taxa/7045
Aythya fuligula,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_fuligula,https://www.inaturalist.org/taxa/7046
Aythya innotata,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_innotata,https://www.inaturalist.org/taxa/7052
Aythya marila,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_marila,https://www.inaturalist.org/taxa/7047
Aythya novaeseelandiae,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_novaeseelandiae,https://www.inaturalist.org/taxa/7058
Aythya nyroca,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_nyroca,https://www.inaturalist.org/taxa/7055
Aythya valisineria,Aves,Anseriformes,Anatidae,,https://en.wikipedia.org/wiki/Aythya_valisineria,https://www.inaturalist.org/taxa/7057
Babyrousa babyrussa,Mammalia,Artiodactyla,Suidae,,https://en.wikipedia.org/wiki/Babyrousa_babyrussa,https://www.inaturalist.org/taxa/42125
Bactrododema tiaratum,Insecta,Phasmida,Diapheromeridae,,https://en.wikipedia.org/wiki/Bactrododema_tiaratum,https://www.inaturalist.org/taxa/464273
Baeolophus atricristatus,Aves,Passeriformes,Paridae,,https://en.wikipedia.org/wiki/Baeolophus_atricristatus,https://www.inaturalist.org/taxa/13631
Baeolophus bicolor,Aves,Passeriformes,Paridae,,https://en.wikipedia.org/wiki/Baeolophus_bicolor,https://www.inaturalist.org/taxa/13632
Baeolophus inornatus,Aves,Passeriformes,Paridae,,https://en.wikipedia.org/wiki/Baeolophus_inornatus,https://www.inaturalist.org/taxa/13633
Baeolophus ridgwayi,Aves,Passeriformes,Paridae,,https://en.wikipedia.org/wiki/Baeolophus_ridgwayi,https://www.inaturalist.org/taxa/13634
Baeolophus wollweberi,Aves,Passeriformes,Paridae,,https://en.wikipedia.org/wiki/Baeolophus_wollweberi,https://www.inaturalist.org/taxa/13630
Baeopogon clamans,Aves,Passeriformes,Pycnonotidae,,https://en.wikipedia.org/wiki/Baeopogon_clamans,https://www.inaturalist.org/taxa/14710
Baeopogon indicator,Aves,Passeriformes,Pycnonotidae,,https://en.wikipedia.org/wiki/Baeopogon_indicator,https://www.inaturalist.org/taxa/14711
Baetica ustulata,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Baetica_ustulata,https://www.inaturalist.org/taxa/95037
Balaena mysticetus,Mammalia,Cetacea,Balaenidae,,https://en.wikipedia.org/wiki/Balaena_mysticetus,https://www.inaturalist.org/taxa/74103
Balaeniceps rex,Aves,Pelecaniformes,Balaenicipitidae,,https://en.wikipedia.org/wiki/Balaeniceps_rex,https://www.inaturalist.org/taxa/4338
Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,,https://en.wikipedia.org/wiki/Balaenoptera_physalus,https://www.inaturalist.org/taxa/41562
Balearica pavonina,,,,,https://en.wikipedia.org/wiki/Balearica_pavonina,https://www.inaturalist.org/taxa/50
Balearica regulorum,,,,,https://en.wikipedia.org/wiki/Balearica_regulorum,https://www.inaturalist.org/taxa/53
Bambusicola fytchii,,,,,https://en.wikipedia.org/wiki/Bambusicola_fytchii,https://www.inaturalist.org/taxa/1206
Bambusicola sonorivox,,,,,https://en.wikipedia.org/wiki/Bambusicola_sonorivox,https://www.inaturalist.org/taxa/472799
Bambusicola thoracicus,,,,,https://en.wikipedia.org/wiki/Bambusicola_thoracicus,https://www.inaturalist.org/taxa/1209
Bangsia arcaei,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Bangsia_arcaei,https://www.inaturalist.org/taxa/10387
Bangsia aureocincta,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Bangsia_aureocincta,https://www.inaturalist.org/taxa/10385
Bangsia edwardsi,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Bangsia_edwardsi,https://www.inaturalist.org/taxa/10383
Bangsia flavovirens,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Bangsia_flavovirens,https://www.inaturalist.org/taxa/1289363
Bangsia melanochlamys,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Bangsia_melanochlamys,https://www.inaturalist.org/taxa/10386
Bangsia rothschildi,Aves,Passeriformes,Thraupidae,,https://en.wikipedia.org/wiki/Bangsia_rothschildi,https://www.inaturalist.org/taxa/10384
Banza kauaiensis,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Banza_kauaiensis,https://www.inaturalist.org/taxa/1179835
Banza nitida,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Banza_nitida,https://www.inaturalist.org/taxa/448886
Baratia sari,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Baratia_sari,https://www.inaturalist.org/taxa/1414738
Barbitistes alpinus,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_alpinus,
Barbitistes constrictus,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_constrictus,https://www.inaturalist.org/taxa/473906
Barbitistes fischeri,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_fischeri,https://www.inaturalist.org/taxa/473910
Barbitistes kaltenbachi,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_kaltenbachi,https://www.inaturalist.org/taxa/473911
Barbitistes obtusus,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_obtusus,https://www.inaturalist.org/taxa/116701
Barbitistes ocskayi,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_ocskayi,https://www.inaturalist.org/taxa/447976
Barbitistes serricauda,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_serricauda,https://www.inaturalist.org/taxa/473905
Barbitistes vicetinus,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_vicetinus,https://www.inaturalist.org/taxa/473912
Barbitistes yersini,Insecta,Orthoptera,Tettigoniidae,,https://en.wikipedia.org/wiki/Barbitistes_yersini,https://www.inaturalist.org/taxa/473909
Barnardius zonarius,Aves,Psittaciformes,Psittacidae,,https://en.wikipedia.org/wiki/Barnardius_zonarius,https://www.inaturalist.org/taxa/19265
Bartramia longicauda,,,,,https://en.wikipedia.org/wiki/Bartramia_longicauda,https://www.inaturalist.org/taxa/3962
Barycholos ternetzi,Amphibia,Anura,Craugastoridae,,https://en.wikipedia.org/wiki/Barycholos_ternetzi,https://www.inaturalist.org/taxa/23239
Baryphthengus martii,Aves,Coraciiformes,Momotidae,,https://en.wikipedia.org/wiki/Baryphthengus_martii,https://www.inaturalist.org/taxa/2163
Baryphthengus ruficapillus,Aves,Coraciiformes,Momotidae,,https://en.wikipedia.org/wiki/Baryphthengus_ruficapillus,https://www.inaturalist.org/taxa/2166
Basileuterus belli,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_belli,https://www.inaturalist.org/taxa/10025
Basileuterus culicivorus,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_culicivorus,https://www.inaturalist.org/taxa/10023
Basileuterus delattrii,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_delattrii,https://www.inaturalist.org/taxa/1286833
Basileuterus ignotus,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_ignotus,https://www.inaturalist.org/taxa/10024
Basileuterus lachrymosus,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_lachrymosus,https://www.inaturalist.org/taxa/145259
Basileuterus melanogenys,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_melanogenys,https://www.inaturalist.org/taxa/10027
Basileuterus melanotis,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_melanotis,https://www.inaturalist.org/taxa/518302
Basileuterus punctipectus,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_punctipectus,https://www.inaturalist.org/taxa/1440701
Basileuterus rufifrons,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_rufifrons,https://www.inaturalist.org/taxa/10045
Basileuterus tacarcunae,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_tacarcunae,https://www.inaturalist.org/taxa/518303
Basileuterus trifasciatus,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_trifasciatus,https://www.inaturalist.org/taxa/10042
Basileuterus tristriatus,Aves,Passeriformes,Parulidae,,https://en.wikipedia.org/wiki/Basileuterus_tristriatus,https://www.inaturalist.org/taxa/10030
Basilinna leucotis,Aves,Apodiformes,Trochilidae,,https://en.wikipedia.org/wiki/Basilinna_leucotis,https://www.inaturalist.org/taxa/1289674
Basilinna xantusii,Aves,Apodiformes,Trochilidae,,https://en.wikipedia.org/wiki/Basilinna_xantusii,https://www.inaturalist.org/taxa/1289673
Basilornis celebensis,Aves,Passeriformes,Sturnidae,,https://en.wikipedia.org/wiki/Basilornis_celebensis,https://www.inaturalist.org/taxa/14863
Basilornis corythaix,Aves,Passeriformes,Sturnidae,,https://en.wikipedia.org/wiki/Basilornis_corythaix,https://www.inaturalist.org/taxa/14861
Basilornis galeatus,Aves,Passeriformes,Sturnidae,,https://en.wikipedia.org/wiki/Basilornis_galeatus,https://www.inaturalist.org/taxa/14864
Bassariscus astutus,Mammalia,Carnivora,Procyonidae,,https://en.wikipedia.org/wiki/Bassariscus_astutus,https://www.inaturalist.org/taxa/41676
Bassariscus sumichrasti,Mammalia,Carnivora,Procyonidae,,https://en.wikipedia.org/wiki/Bassariscus_sumichrasti,https://www.inaturalist.org/taxa/41675
Batara cinerea,Aves,Passeriformes,Thamnophilidae,,https://en.wikipedia.org/wiki/Batara_cinerea,https://www.inaturalist.org/taxa/15961
Bathmocercus cerviniventris,Aves,Passeriformes,Cisticolidae,,https://en.wikipedia.org/wiki/Bathmocercus_cerviniventris,https://www.inaturalist.org/taxa/15623
Bathmocercus rufus,Aves,Passeriformes,Cisticolidae,,https://en.wikipedia.org/wiki/Bathmocercus_rufus,https://www.inaturalist.org/taxa/15624
Batis capensis,,,,,https://en.wikipedia.org/wiki/Batis_capensis,https://www.inaturalist.org/taxa/8396
Batis crypta,,,,,https://en.wikipedia.org/wiki/Batis_crypta,https://www.inaturalist.org/taxa/95536
Batis dimorpha,,,,,https://en.wikipedia.org/wiki/Batis_dimorpha,https://www.inaturalist.org/taxa/1436213
Batis diops,,,,,https://en.wikipedia.org/wiki/Batis_diops,https://www.inaturalist.org/taxa/8409
Batis erlangeri,,,,,https://en.wikipedia.org/wiki/Batis_erlangeri,https://www.inaturalist.org/taxa/144211
Batis fratrum,,,,,https://en.wikipedia.org/wiki/Batis_fratrum,https://www.inaturalist.org/taxa/8403
Batis ituriensis,,,,,https://en.wikipedia.org/wiki/Batis_ituriensis,https://www.inaturalist.org/taxa/8407
Batis margaritae,,,,,https://en.wikipedia.org/wiki/Batis_margaritae,https://www.inaturalist.org/taxa/8400
Batis minima,,,,,https://en.wikipedia.org/wiki/Batis_minima,https://www.inaturalist.org/taxa/8404
Batis minor,,,,,https://en.wikipedia.org/wiki/Batis_minor,https://www.inaturalist.org/taxa/8401
Batis minulla,,,,,https://en.wikipedia.org/wiki/Batis_minulla,https://www.inaturalist.org/taxa/8397
Batis mixta,,,,,https://en.wikipedia.org/wiki/Batis_mixta,https://www.inaturalist.org/taxa/8402
Batis molitor,,,,,https://en.wikipedia.org/wiki/Batis_molitor,https://www.inaturalist.org/taxa/8399
Batis occulta,,,,,https://en.wikipedia.org/wiki/Batis_occulta,https://www.inaturalist.org/taxa/8410
Batis orientalis,,,,,https://en.wikipedia.org/wiki/Batis_orientalis,https://www.inaturalist.org/taxa/8398
Batis perkeo,,,,,https://en.wikipedia.org/wiki/Batis_perkeo,https://www.inaturalist.org/taxa/8408
