scientific_name,locale,common_name
Ardeotis kori,zh_cn,灰颈鹭鸨
Ardeotis nigriceps,zh_cn,南亚鸨
Arenaria interpres,zh_cn,翻石鹬
Arenaria melanocephala,zh_cn,黑翻石鹬
Argusianus argus,zh_cn,大眼斑雉
Argya affinis,zh_cn,白头鸫鹛
Argya altirostris,zh_cn,伊拉克鸫鹛
Argya aylmeri,zh_cn,鳞斑鸫鹛
Argya caudata,zh_cn,普通鸫鹛
Argya cinereifrons,zh_cn,灰头噪鹛
Argya earlei,zh_cn,纹背鸫鹛
Argya fulva,zh_cn,Fulvous Chatterer
Argya gularis,zh_cn,白喉鸫鹛
Argya huttoni,zh_cn,阿富汗鸫鹛
Argya longirostris,zh_cn,细嘴鸫鹛
Argya malcolmi,zh_cn,灰鸫鹛
Argya rubiginosa,zh_cn,棕红鸫鹛
Argya rufescens,zh_cn,橙嘴鸫鹛
Argya squamiceps,zh_cn,阿拉伯鸫鹛
Argya striata,zh_cn,丛林鸫鹛
Argya subrufa,zh_cn,棕鸫鹛
Arizelocichla chlorigula,zh_cn,黄喉绿鹎
Arizelocichla fusciceps,zh_cn,黑眉绿鹎
Arizelocichla kikuyuensis,zh_cn,橄榄胸绿鹎
Arizelocichla masukuensis,zh_cn,塞氏绿鹎
Arizelocichla milanjensis,zh_cn,纹颊绿鹎
Arizelocichla montana,zh_cn,喀麦隆鹎
Arizelocichla neumanni,zh_cn,乌鲁克绿鹎
Arizelocichla nigriceps,zh_cn,东绿鹎
Arizelocichla striifacies,zh_cn,纹脸绿鹎
Arizelocichla tephrolaema,zh_cn,西绿鹎
Arizelopsar femoralis,zh_cn,艾氏紫椋鸟
Arremon abeillei,zh_cn,Black-capped Sparrow
Arremon assimilis,zh_cn,灰眉薮雀
Arremon atricapillus,zh_cn,黑头薮雀
Arremon aurantiirostris,zh_cn,橙嘴金肩雀鹀
Arremon axillaris,zh_cn,Yellow-mandibled Sparrow
Arremon basilicus,zh_cn,Sierra Nevada Brushfinch
Arremon brunneinucha,zh_cn,栗顶薮雀
Arremon castaneiceps,zh_cn,栗头绿雀
Arremon costaricensis,zh_cn,Costa Rican Brushfinch
Arremon crassirostris,zh_cn,Sooty-faced Finch
Arremon dorbignii,zh_cn,Moss-backed Sparrow
Arremon flavirostris,zh_cn,黄嘴金肩雀
Arremon franciscanus,zh_cn,Sao Francisco Sparrow
Arremon nigriceps,zh_cn,Marañon Sparrow
Arremon perijanus,zh_cn,Perija Brushfinch
Arremon phaeopleurus,zh_cn,Caracas Brushfinch
Arremon phygas,zh_cn,Paria Brushfinch
Arremon schlegeli,zh_cn,金翅金肩雀
Arremon semitorquatus,zh_cn,半领金肩雀
Arremon taciturnus,zh_cn,白眉金肩雀
Arremon torquatus,zh_cn,White-browed Brushfinch
Arremon virenticeps,zh_cn,绿纹薮雀
Arremonops chloronotus,zh_cn,背纹头雀
Arremonops conirostris,zh_cn,大黑纹头雀
Arremonops rufivirgatus,zh_cn,褐纹头雀
Arremonops tocuyensis,zh_cn,小黑纹头雀
Arses insularis,zh_cn,Ochre-collared Monarch
Arses kaupi,zh_cn,斑皱鹟
Arses lorealis,zh_cn,Frill-necked Monarch
Arses telescopthalmus,zh_cn,饰颈皱鹟
Artamella viridis,zh_cn,白头钩嘴鵙
Artamus cinereus,zh_cn,黑脸燕鵙
Artamus cyanopterus,zh_cn,暗燕鵙
Artamus fuscus,zh_cn,灰燕鵙
Artamus insignis,zh_cn,俾斯麦燕鵙
Artamus leucorynchus,zh_cn,白胸燕鵙
Artamus maximus,zh_cn,大燕鵙
Artamus mentalis,zh_cn,斐济燕䴗
Artamus minor,zh_cn,小燕鵙
Artamus monachus,zh_cn,白背燕鵙
Artamus personatus,zh_cn,黑眼燕鵙
Artamus superciliosus,zh_cn,白眉燕鵙
Artemisiospiza belli,zh_cn,贝氏漠鹀
Artemisiospiza nevadensis,zh_cn,艾草漠鹀
Arthroleptella atermina,zh_cn,Riviersonderend Moss Frog
Arthroleptella draconella,zh_cn,Drakenstein Moss Frog
Arthroleptella drewesii,zh_cn,Drewes' moss frog
Arthroleptella kogelbergensis,zh_cn,Kogelberg Moss Frog
Arthroleptella landdrosia,zh_cn,Landdross Moss frog
Arthroleptella lightfooti,zh_cn,Peninsula Moss Frog
Arthroleptella rugosa,zh_cn,Rough Moss Frog
Arthroleptella subvoce,zh_cn,Northern Moss Frog
Arthroleptella villiersi,zh_cn,De Villiers's Moss Frog
Arthroleptis stenodactylus,zh_cn,Common Squeaker
Arthroleptis wahlbergii,zh_cn,Bush Squeaker
Arthroleptis xenodactyloides,zh_cn,Dwarf Squeaker
Artibeus jamaicensis,zh_cn,Jamaican Fruit-eating Bat
Artibeus lituratus,zh_cn,Great Fruit-eating Bat
Artisornis metopias,zh_cn,红顶缝叶莺
Artisornis moreaui,zh_cn,长嘴缝叶莺
Artomyias fuliginosa,zh_cn,非洲乌鹟
Artomyias ussheri,zh_cn,乌氏鹟
Arundinax aedon,zh_cn,厚嘴苇莺
Arundinicola leucocephala,zh_cn,白头沼泽霸鹟
Arunta interclusa,zh_cn,mangrove cicada
Arunta perulata,zh_cn,White Drummer
Arvicola amphibius,zh_cn,水䶄
Asarcornis scutulata,zh_cn,白翅栖鸭
Asellia tridens,zh_cn,Geoffroy's Trident Leaf-nosed Bat
Asemospiza fuliginosa,zh_cn,乌草雀
Asemospiza obscura,zh_cn,暗色草雀
Ashbyia lovensis,zh_cn,Gibberbird
Asianopleura hilpa,zh_cn,黄蟪蛄
Asio abyssinicus,zh_cn,埃塞长耳鸮
Asio capensis,zh_cn,沼泽耳鸮
Asio clamator,zh_cn,纹耳鸮
Asio flammeus,zh_cn,短耳鸮
Asio grammicus,zh_cn,牙买加鸮
Asio madagascariensis,zh_cn,马岛长耳鸮
Asio otus,zh_cn,长耳鸮
Asio solomonensis,zh_cn,Fearful Owl
Asio stygius,zh_cn,乌耳鸮
Aspatha gularis,zh_cn,蓝喉翠鴗
Assa darlingtoni,zh_cn,袋蟾
Asthenes anthoides,zh_cn,安第斯卡纳灶鸟
Asthenes arequipae,zh_cn,Dark-winged Canastero
Asthenes ayacuchensis,zh_cn,Ayacucho Thistletail
Asthenes baeri,zh_cn,短嘴卡纳灶鸟
Asthenes berlepschi,zh_cn,Berlepsch's Canastero
Asthenes coryi,zh_cn,Ochre-browed Thistletail
Asthenes dorbignyi,zh_cn,白胸卡纳灶鸟
Asthenes flammulata,zh_cn,斑纹卡纳灶鸟
Asthenes fuliginosa,zh_cn,白颏棘尾雀
Asthenes griseomurina,zh_cn,Mouse-colored Thistletail
Asthenes harterti,zh_cn,Black-throated Thistletail
Asthenes helleri,zh_cn,Puna Thistletail
Asthenes heterura,zh_cn,Maquis Canastero
Asthenes huancavelicae,zh_cn,Pale-tailed Canastero
Asthenes hudsoni,zh_cn,Hudson's Canastero
Asthenes humilis,zh_cn,Streak-throated Canastero
Asthenes luizae,zh_cn,Cipo Canastero
Asthenes maculicauda,zh_cn,Scribble-tailed Canastero
Asthenes modesta,zh_cn,高山卡纳灶鸟
Asthenes moreirae,zh_cn,Itatiaia Spinetail
Asthenes ottonis,zh_cn,Rusty-fronted Canastero
Asthenes palpebralis,zh_cn,Eye-ringed Thistletail
Asthenes perijana,zh_cn,Perija Thistletail
Asthenes pudibunda,zh_cn,Canyon Canastero
Asthenes pyrrholeuca,zh_cn,小卡纳灶鸟
Asthenes urubambensis,zh_cn,Line-fronted Canastero
Asthenes vilcabambae,zh_cn,Vilcabamba Thistletail
Asthenes virgata,zh_cn,Junin Canastero
Asthenes wyatti,zh_cn,纹背卡纳灶鸟
Astrapia mayeri,zh_cn,绶带长尾风鸟
Astrapia nigra,zh_cn,黑蓝长尾风鸟
Astrapia rothschildi,zh_cn,绿腹长尾风鸟
Astrapia splendidissima,zh_cn,华丽长尾风鸟
Astrapia stephaniae,zh_cn,公主长尾风鸟
Astur atricapillus,zh_cn,美洲苍鹰
Astur bicolor,zh_cn,双色鹰
Astur chilensis,zh_cn,智利鹰
Astur cooperii,zh_cn,库氏鹰
Astur gentilis,zh_cn,苍鹰
Astur gundlachi,zh_cn,古巴鹰
Astur henstii,zh_cn,亨氏鹰
Astur melanoleucus,zh_cn,黑白雀鹰
Astur meyerianus,zh_cn,白颊雀鹰
Atalotriccus pilaris,zh_cn,淡眼侏霸鹟
Ateles belzebuth,zh_cn,长毛蛛猴
Ateles chamek,zh_cn,倭蛛猴
Ateles fusciceps,zh_cn,棕头蜘蛛猴
Ateles geoffroyi,zh_cn,黑掌蜘蛛猴
Ateles hybridus,zh_cn,棕蜘蛛猴
Ateles marginatus,zh_cn,亚马逊蜘蛛猴
Ateles paniscus,zh_cn,红脸蜘蛛猴
Atelocynus microtis,zh_cn,小耳犬
Atelornis crossleyi,zh_cn,栗头地三宝鸟
Atelornis pittoides,zh_cn,地三宝鸟
Athene blewitti,zh_cn,林斑小鸮
Athene brama,zh_cn,横斑腹小鸮
Athene cunicularia,zh_cn,穴小鸮
Athene granti,zh_cn,瓜岛鹰鸮
Athene jacquinoti,zh_cn,所罗门鹰鸮
Athene malaitae,zh_cn,马雷塔鹰鸮
Athene noctua,zh_cn,纵纹腹小鸮
Athene roseoaxillaris,zh_cn,马基拉鹰鸮
Athene superciliaris,zh_cn,白眉小鸮
Atilax paludinosus,zh_cn,沼泽獴
Atimastillas flavicollis,zh_cn,黄喉绿鸫鹎
Atimastillas flavigula,zh_cn,Pale-throated Greenbul
Atlanticus testaceus,zh_cn,Protean Shieldback
Atlantoxerus getulus,zh_cn,旱地松鼠
Atlapetes albiceps,zh_cn,White-headed Brushfinch
Atlapetes albinucha,zh_cn,白颈薮雀
Atlapetes albofrenatus,zh_cn,Moustached Brushfinch
Atlapetes blancae,zh_cn,安省薮雀
Atlapetes canigenis,zh_cn,库斯科薮雀
Atlapetes citrinellus,zh_cn,Yellow-striped Brushfinch
Atlapetes crassus,zh_cn,Choco Brushfinch
Atlapetes flaviceps,zh_cn,绿头薮雀
Atlapetes forbesi,zh_cn,圣河薮雀
Atlapetes fulviceps,zh_cn,Fulvous-headed Brushfinch
Atlapetes fuscoolivaceus,zh_cn,Dusky-headed Brushfinch
Atlapetes latinuchus,zh_cn,棕枕薮雀
Atlapetes leucopis,zh_cn,白翅缘薮雀
Atlapetes leucopterus,zh_cn,White-winged Brushfinch
Atlapetes luteoviridis,zh_cn,Yellow-green Brushfinch
Atlapetes melanocephalus,zh_cn,哥伦比亚薮雀
Atlapetes melanolaemus,zh_cn,灰耳薮雀
Atlapetes melanopsis,zh_cn,黑斑薮雀
Atlapetes nationi,zh_cn,锈腹薮雀
Atlapetes nigrifrons,zh_cn,Black-fronted Brushfinch
Atlapetes pallidiceps,zh_cn,Pale-headed Brushfinch
Atlapetes pallidinucha,zh_cn,黄枕薮雀
Atlapetes personatus,zh_cn,Tepui Brushfinch
Atlapetes pileatus,zh_cn,Rufous-capped Brushfinch
Atlapetes rufigenis,zh_cn,棕耳薮雀
Atlapetes rufinucha,zh_cn,Bolivian Brushfinch
Atlapetes schistaceus,zh_cn,灰蓝薮雀
Atlapetes seebohmi,zh_cn,Bay-crowned Brushfinch
Atlapetes semirufus,zh_cn,赭胸薮雀
Atlapetes taczanowskii,zh_cn,Peruvian Slaty Brushfinch
Atlapetes terborghi,zh_cn,Vilcabamba Brushfinch
Atlapetes tibialis,zh_cn,黄踝饰雀
Atlapetes tricolor,zh_cn,三色薮雀
Atrapsalta audax,zh_cn,Adelaide Black Squeaker
Atrapsalta collina,zh_cn,Sandstone Squeaker
Atrapsalta corticina,zh_cn,Bark Squeaker
Atrapsalta dolens,zh_cn,South-western Bark Squeaker
Atrapsalta encaustica,zh_cn,Black Squeaker
Atrapsalta furcilla,zh_cn,Southern Mountain Squeaker
Atrapsalta fuscata,zh_cn,Small Bark Squeaker
Atrichornis clamosus,zh_cn,噪薮鸟
Atrichornis rufescens,zh_cn,棕薮鸟
Atronanus fuliginosus,zh_cn,Forest Swallow
Attagis gayi,zh_cn,棕腹籽鹬
Attagis malouinus,zh_cn,白腹籽鹬
Atticora fasciata,zh_cn,白斑燕
Atticora pileata,zh_cn,黑顶南美燕
Atticora tibialis,zh_cn,白腿燕
Attila bolivianus,zh_cn,暗顶阿蒂霸鹟
Attila cinnamomeus,zh_cn,桂红阿蒂霸鹟
Attila citriniventris,zh_cn,黄腹阿蒂霸鹟
Attila phoenicurus,zh_cn,褐尾阿蒂霸鹟
Attila rufus,zh_cn,灰头阿蒂霸鹟
Attila spadiceus,zh_cn,亮腰阿蒂霸鹟
Attila torridus,zh_cn,赭色阿蒂霸鹟
Augastes lumachella,zh_cn,妆脸蜂鸟
Augastes scutatus,zh_cn,紫蓝妆脸蜂鸟
Aulacorhynchus albivitta,zh_cn,白喉小巨嘴鸟
Aulacorhynchus coeruleicinctis,zh_cn,蓝斑巨嘴鸟
Aulacorhynchus derbianus,zh_cn,栗斑巨嘴鸟
Aulacorhynchus haematopygus,zh_cn,绯腰巨嘴鸟
Aulacorhynchus huallagae,zh_cn,黄额巨嘴鸟
Aulacorhynchus prasinus,zh_cn,绿巨嘴鸟
Aulacorhynchus sulcatus,zh_cn,沟嘴巨嘴鸟
Aulacorhynchus whitelianus,zh_cn,怀氏巨嘴鸟
Auriparus flaviceps,zh_cn,黄头金雀
Auritibicen japonicus,zh_cn,日本金蟟蝉
Auscala spinosa,zh_cn,Creaking Branch Cicada
Austronomus australis,zh_cn,White-striped Free-tailed Bat
Austrosalomona falcata,zh_cn,Olive-green Coastal Katydid
Automolus cervinigularis,zh_cn,北黄喉拾叶雀
Automolus exsertus,zh_cn,巴拿马拾叶雀
Automolus infuscatus,zh_cn,绿背拾叶雀
Automolus lammi,zh_cn,棕胸拾叶雀
Automolus leucophthalmus,zh_cn,白眼拾叶雀
Automolus melanopezus,zh_cn,褐腰拾叶雀
Automolus ochrolaemus,zh_cn,南黄喉拾叶雀
Automolus paraensis,zh_cn,帕拉拾叶雀
Automolus rufipileatus,zh_cn,栗冠拾叶雀
Automolus subulatus,zh_cn,条纹拾叶雀
Automolus virgatus,zh_cn,西条纹拾叶雀
Avahi laniger,zh_cn,东部毛狐猴
Aviceda cuculoides,zh_cn,西非鹃隼
Aviceda jerdoni,zh_cn,褐冠鹃隼
Aviceda leuphotes,zh_cn,黑冠鹃隼
Aviceda madagascariensis,zh_cn,马岛鹃隼
Aviceda subcristata,zh_cn,凤头鹃隼
Avocettula recurvirostris,zh_cn,翘嘴蜂鸟
Axis axis,zh_cn,白斑鹿
Aythya affinis,zh_cn,小潜鸭
Aythya americana,zh_cn,美洲潜鸭
Aythya australis,zh_cn,澳洲潜鸭
Aythya baeri,zh_cn,青头潜鸭
Aythya collaris,zh_cn,环颈潜鸭
Aythya ferina,zh_cn,红头潜鸭
Aythya fuligula,zh_cn,凤头潜鸭
Aythya innotata,zh_cn,马岛潜鸭
Aythya marila,zh_cn,斑背潜鸭
Aythya novaeseelandiae,zh_cn,新西兰潜鸭
Aythya nyroca,zh_cn,白眼潜鸭
Aythya valisineria,zh_cn,帆背潜鸭
Baeolophus atricristatus,zh_cn,黑冠凤头山雀
Baeolophus bicolor,zh_cn,美洲凤头山雀
Baeolophus inornatus,zh_cn,纯色冠山雀
Baeolophus ridgwayi,zh_cn,林山雀
Baeolophus wollweberi,zh_cn,白眉冠山雀
Baeopogon clamans,zh_cn,肖氏白尾鹎
Baeopogon indicator,zh_cn,白尾鹎
Balaena mysticetus,zh_cn,弓头鲸
Balaeniceps rex,zh_cn,鲸头鹳
Balaenoptera bonaerensis,zh_cn,南极小须鲸
Balaenoptera physalus,zh_cn,长须鲸
Balantiopteryx plicata,zh_cn,Gray Sac-winged Bat
Balearica pavonina,zh_cn,黑冠鹤
Balearica regulorum,zh_cn,东非冠鹤
Bambusicola fytchii,zh_cn,棕胸竹鸡
Bambusicola sonorivox,zh_cn,台湾竹鸡
Bambusicola thoracicus,zh_cn,灰胸竹鸡
Bandicota bengalensis,zh_cn,小板齿鼠
Bangsia arcaei,zh_cn,蓝黄唐纳雀
Bangsia aureocincta,zh_cn,金环唐纳雀
Bangsia edwardsi,zh_cn,苔背唐纳雀
Bangsia flavovirens,zh_cn,黄绿灌丛唐纳雀
Bangsia melanochlamys,zh_cn,黑金唐纳雀
Bangsia rothschildi,zh_cn,金胸唐纳雀
Barbastella barbastellus,zh_cn,Western Barbastelle
Barbitistes serricauda,zh_cn,Common Saw Bush-cricket
Bark,zh_cn,树皮
Barnardius zonarius,zh_cn,黑头环颈鹦鹉
Bartramia longicauda,zh_cn,高原鹬
Baryphthengus martii,zh_cn,棕翠鴗
Baryphthengus ruficapillus,zh_cn,棕顶翠鴗
Basileuterus belli,zh_cn,金眉王森莺
Basileuterus culicivorus,zh_cn,金冠王森莺
Basileuterus delattrii,zh_cn,栗顶王森莺
Basileuterus ignotus,zh_cn,王森莺
Basileuterus lachrymosus,zh_cn,扇尾森莺
Basileuterus melanogenys,zh_cn,黑颊王森莺
Basileuterus melanotis,zh_cn,黑耳王森莺
Basileuterus punctipectus,zh_cn,Yungas Warbler
Basileuterus rufifrons,zh_cn,棕顶王森莺
Basileuterus tacarcunae,zh_cn,塔卡王森莺
Basileuterus trifasciatus,zh_cn,三斑王森莺
Basileuterus tristriatus,zh_cn,三纹王森莺
Basilinna leucotis,zh_cn,白耳蜂鸟
Basilinna xantusii,zh_cn,赞氏蜂鸟
Basilornis celebensis,zh_cn,苏拉王椋鸟
Basilornis corythaix,zh_cn,长冠王椋鸟
Basilornis galeatus,zh_cn,大王椋鸟
Bass_drum,zh_cn,低音鼓
Bass_guitar,zh_cn,低音吉他
Bassaricyon alleni,zh_cn,秘鲁犬浣熊
Bassaricyon medius,zh_cn,西部低地犬浣熊
Bassaricyon neblina,zh_cn,小型犬浣熊
Bassariscus astutus,zh_cn,蓬尾浣熊
Bassariscus sumichrasti,zh_cn,中美蓬尾浣熊
Batara cinerea,zh_cn,巨蚁鵙
Bathmocercus cerviniventris,zh_cn,黑头棕莺
Bathmocercus rufus,zh_cn,黑脸棕莺
Bathtub_(filling_or_washing),zh_cn,浴缸（注水或清洗）
Batis capensis,zh_cn,海角蓬背鹟
Batis crypta,zh_cn,Dark Batis
Batis dimorpha,zh_cn,马拉维蓬背鹟
Batis diops,zh_cn,鲁文蓬背鹟
Batis erlangeri,zh_cn,西黑头蓬背鹟
Batis fratrum,zh_cn,祖鲁蓬背鹟
Batis ituriensis,zh_cn,查氏蓬背鹟
Batis margaritae,zh_cn,布氏蓬背鹟
Batis minima,zh_cn,西灰头蓬背鹟
Batis minor,zh_cn,黑头蓬背鹟
Batis minulla,zh_cn,安哥拉蓬背鹟
Batis mixta,zh_cn,短尾蓬背鹟
Batis molitor,zh_cn,点颏蓬背鹟
Batis occulta,zh_cn,劳氏蓬背鹟
Batis orientalis,zh_cn,灰头蓬背鹟
Batis perkeo,zh_cn,侏蓬背鹟
Batis poensis,zh_cn,费尔蓬背鹟
Batis pririt,zh_cn,南非蓬背鹟
Batis senegalensis,zh_cn,塞内蓬背鹟
Batis soror,zh_cn,白颏蓬背鹟
Batrachostomus affinis,zh_cn,星喉蟆口鸱
Batrachostomus auritus,zh_cn,Large Frogmouth
Batrachostomus chaseni,zh_cn,巴拉望蟆口鸱
Batrachostomus cornutus,zh_cn,Sunda Frogmouth
Batrachostomus harterti,zh_cn,Dulit Frogmouth
Batrachostomus hodgsoni,zh_cn,黑顶蟆口鸱
Batrachostomus javensis,zh_cn,Javan Frogmouth
Batrachostomus mixtus,zh_cn,婆罗洲蛙口夜鹰
Batrachostomus moniliger,zh_cn,领蟆口鸱
Batrachostomus poliolophus,zh_cn,Sumatran Frogmouth
Batrachostomus septimus,zh_cn,菲律宾蟆口鸱
Batrachostomus stellatus,zh_cn,鳞腹蛙口夜鹰
Batrachyla antartandica,zh_cn,阿根廷雨蟾
Batrachyla leptopus,zh_cn,细雨蟾
Batrachyla taeniata,zh_cn,条带雨蟾
Bauerus dubiaquercus,zh_cn,Van Gelder's bat
Beameria venosa,zh_cn,Aridland Cicada
Bell,zh_cn,贝尔
Berenicornis comatus,zh_cn,白冠犀鸟
Berlepschia rikeri,zh_cn,Point-tailed Palmcreeper
Bermuteo avivorus,zh_cn,Bermuda Hawk
Bernieria madagascariensis,zh_cn,马岛旋木鹎
Bias musicus,zh_cn,Black-and-white Shrike-flycatcher
Biatas nigropectus,zh_cn,白须蚁鵙
Bicolorana bicolor,zh_cn,二色螽
Bicycle,zh_cn,自行车
Bicycle_bell,zh_cn,自行车铃
Birrima castanea,zh_cn,Red Tree-ticker
Birrima varians,zh_cn,Black Tree-ticker
Bison bison,zh_cn,美洲野牛
Biziura lobata,zh_cn,麝鸭
Blarina brevicauda,zh_cn,北美短尾鼩鼱
Bleda canicapillus,zh_cn,灰头须鹎
Bleda eximius,zh_cn,绿尾须鹎
Bleda notatus,zh_cn,小须鹎
Bleda syndactylus,zh_cn,须鹎
Bleda ugandae,zh_cn,黄眼须鹎
Blythipicus pyrrhotis,zh_cn,黄嘴栗啄木鸟
Blythipicus rubiginosus,zh_cn,小栗啄木鸟
Boana albomarginata,zh_cn,White-edged Tree Frog
Boana albopunctata,zh_cn,Yellow-spotted Tree Frog
Boana bischoffi,zh_cn,Bischoff's Tree Frog
Boana boans,zh_cn,Rusty Tree Frog
Boana cinerascens,zh_cn,Rough-skinned Green Tree Frog
Boana faber,zh_cn,Blacksmith Tree Frog
Boana lanciformis,zh_cn,Basin Tree Frog
Boana lundii,zh_cn,Usina Tree Frog
Boana pardalis,zh_cn,Leopard Tree Frog
Boana platanera,zh_cn,Banana Tree Dwelling Frog
Boana prasina,zh_cn,Burmeister's Tree Frog
Boana pugnax,zh_cn,Chirique-Flusse Tree Frog
Boana pulchella,zh_cn,Montevideo Tree Frog
Boana punctata,zh_cn,Polka-dot Tree Frog
Boana raniceps,zh_cn,Chaco Tree Frog
Boana riojana,zh_cn,Rioja Tree Frog
Boana rosenbergi,zh_cn,Rosenberg's Gladiator Frog
Boat_and_Water_vehicle,zh_cn,船及水上交通工具
Bocagia minuta,zh_cn,小红翅鵙
Boiling,zh_cn,沸腾
Boissonneaua flavescens,zh_cn,黄尾冕蜂鸟
Boissonneaua jardini,zh_cn,紫冕蜂鸟
Boissonneaua matthewsii,zh_cn,栗胸冕蜂鸟
Bokermannohyla hylax,zh_cn,Atlantic Forest Tree Frog
Bolbopsittacus lunulatus,zh_cn,月状鹦鹉
Bolborhynchus ferrugineifrons,zh_cn,棕额鹦鹉
Bolborhynchus lineola,zh_cn,横斑鹦鹉
Bolborhynchus orbygnesius,zh_cn,安第斯鹦鹉
Bolemoreus frenatus,zh_cn,暗喉吸蜜鸟
Bolemoreus hindwoodi,zh_cn,Eungella Honeyeater
Bombina bombina,zh_cn,红腹铃蟾
Bombina orientalis,zh_cn,东方铃蟾
Bombina variegata,zh_cn,多彩铃蟾
Bombus impatiens,zh_cn,美洲东部熊蜂
Bombus terrestris,zh_cn,欧洲熊蜂
Bombycilla cedrorum,zh_cn,雪松太平鸟
Bombycilla garrulus,zh_cn,太平鸟
Bombycilla japonica,zh_cn,小太平鸟
Bonasa umbellus,zh_cn,披肩榛鸡
Boom,zh_cn,繁荣
Bos gaurus,zh_cn,印度野牛
Bos taurus,zh_cn,家牛
Bostrychia bocagei,zh_cn,侏橄榄绿鹮
Bostrychia carunculata,zh_cn,肉垂鹮
Bostrychia hagedash,zh_cn,噪鹮
Bostrychia olivacea,zh_cn,橄榄鹮
Bostrychia rara,zh_cn,斑胸鹮
Botaurus cinnamomeus,zh_cn,栗苇鳽
Botaurus dubius,zh_cn,黑背苇鳽
Botaurus eurhythmus,zh_cn,紫背苇鳽
Botaurus exilis,zh_cn,姬苇鳽
Botaurus flavicollis,zh_cn,黑鳽
Botaurus involucris,zh_cn,纹背苇鳽
Botaurus lentiginosus,zh_cn,美洲麻鳽
Botaurus minutus,zh_cn,小苇鳽
Botaurus novaezelandiae,zh_cn,New Zealand Bittern
Botaurus pinnatus,zh_cn,大嘴麻鳽
Botaurus poiciloptilus,zh_cn,褐麻鳽
Botaurus sinensis,zh_cn,黄苇鳽
Botaurus stellaris,zh_cn,大麻鳽
Botaurus sturmii,zh_cn,蓝苇鳽
Boulenophrys brachykolos,zh_cn,短肢角蟾
Bowed_string_instrument,zh_cn,弓弦乐器
Brachycope anomala,zh_cn,短尾织雀
Brachygalba albogularis,zh_cn,白喉鹟䴕
Brachygalba goeringi,zh_cn,苍头鹟䴕
Brachygalba lugubris,zh_cn,褐鹟䴕
Brachygalba salmoni,zh_cn,乌背鹟䴕
Brachyphylla cavernarum,zh_cn,Antillean Fruit-eating Bat
Brachypodius eutilotus,zh_cn,凤头褐鹎
Brachypodius melanocephalos,zh_cn,黑头鹎
Brachypodius melanoleucos,zh_cn,黑白鹎
Brachypodius priocephalus,zh_cn,灰头鹎
Brachypodius urostictus,zh_cn,黄肉垂鹎
Brachypteracias leptosomus,zh_cn,短腿地三宝鸟
Brachypteryx cruralis,zh_cn,喜山短翅鸫
Brachypteryx erythrogyna,zh_cn,婆罗洲短翅鸫
Brachypteryx floris,zh_cn,Flores Shortwing
Brachypteryx goodfellowi,zh_cn,台湾短翅鸫
Brachypteryx hyperythra,zh_cn,锈腹短翅鸫
Brachypteryx leucophris,zh_cn,白喉短翅鸫
Brachypteryx montana,zh_cn,蓝短翅鸫
Brachypteryx poliogyna,zh_cn,Philippine Shortwing
Brachypteryx saturata,zh_cn,苏门答腊短翅鸫
Brachypteryx sinensis,zh_cn,中华短翅鸫
Brachyramphus brevirostris,zh_cn,小嘴斑海雀
Brachyramphus marmoratus,zh_cn,斑海雀
Brachyramphus perdix,zh_cn,长嘴斑海雀
Brachyteles arachnoides,zh_cn,绒毛蜘蛛猴
Brachyteles hypoxanthus,zh_cn,北绒毛蛛猴
Bradornis comitatus,zh_cn,暗蓝鹟
Bradornis mariquensis,zh_cn,马尔鹟
Bradornis microrhynchus,zh_cn,非洲灰鹟
Bradypterus baboecala,zh_cn,Little Rush Warbler
Bradypterus bangwaensis,zh_cn,Bangwa Warbler
Bradypterus barratti,zh_cn,Barratt's Warbler
Bradypterus brunneus,zh_cn,Brown Emutail
Bradypterus carpalis,zh_cn,White-winged Swamp Warbler
Bradypterus centralis,zh_cn,Highland Rush Warbler
Bradypterus cinnamomeus,zh_cn,Cinnamon Bracken-Warbler
Bradypterus grandis,zh_cn,Dja River Swamp Warbler
Bradypterus graueri,zh_cn,Grauer's Swamp Warbler
Bradypterus lopezi,zh_cn,Evergreen-forest Warbler
Bradypterus seebohmi,zh_cn,灰短翅莺
Bradypterus sylvaticus,zh_cn,Knysna Warbler
Bradypus variegatus,zh_cn,褐喉树懒
Branta bernicla,zh_cn,黑雁
Branta canadensis,zh_cn,加拿大雁
Branta hutchinsii,zh_cn,小美洲黑雁
Branta leucopsis,zh_cn,白颊黑雁
Branta ruficollis,zh_cn,红胸黑雁
Branta sandvicensis,zh_cn,夏威夷黑雁
Brass_instrument,zh_cn,铜管乐器
Breathing,zh_cn,呼吸
Breviceps acutirostris,zh_cn,Strawberry Rain Frog
Breviceps adspersus,zh_cn,Common Rain Frog
Breviceps fuscus,zh_cn,Black Rain Frog
Breviceps gibbosus,zh_cn,Giant Rain Frog
Breviceps montanus,zh_cn,Mountain Rain Frog
Breviceps mossambicus,zh_cn,Mozambique Rain Frog
Breviceps rosei,zh_cn,Rose's Rain Frog
Breviceps sylvestris,zh_cn,Forest Rain Frog
Breviceps verrucosus,zh_cn,Plaintive Rain Frog
Brotogeris chiriri,zh_cn,黄翅斑鹦哥
Brotogeris chrysoptera,zh_cn,金翅斑鹦哥
Brotogeris cyanoptera,zh_cn,绣眼蓝翅鹦哥
